Date	Country/Region	Province/State	Confirmed	Recovered	Deaths				
2020-11-25	China	Jiangsu	680	672	0				
2020-11-26	China	Jiangsu	680	672	0				
2020-11-27	China	Jiangsu	680	672	0				
2020-11-28	China	Jiangsu	680	672	0				
2020-11-29	China	Jiangsu	680	672	0				
2020-11-30	China	Jiangsu	680	672	0				
2020-12-01	China	Jiangsu	680	672	0				
2020-12-02	China	Jiangsu	680	672	0				
2020-12-03	China	Jiangsu	680	672	0				
2020-12-04	China	Jiangsu	680	674	0				
2020-12-05	China	Jiangsu	680	674	0				
2020-12-06	China	Jiangsu	680	674	0				
2020-12-07	China	Jiangsu	680	674	0				
2020-12-08	China	Jiangsu	681	675	0				
2020-12-09	China	Jiangsu	681	675	0				
2020-12-10	China	Jiangsu	681	675	0				
2020-12-11	China	Jiangsu	683	675	0				
2020-12-12	China	Jiangsu	684	675	0				
2020-12-13	China	Jiangsu	684	675	0				
2020-12-14	China	Jiangsu	684	675	0				
2020-12-15	China	Jiangsu	684	675	0				
2020-12-16	China	Jiangsu	684	675	0				
2020-12-17	China	Jiangsu	684	676	0				
2020-12-18	China	Jiangsu	684	677	0				
2020-12-19	China	Jiangsu	684	678	0				
2020-12-20	China	Jiangsu	684	679	0				
2020-12-21	China	Jiangsu	684	679	0				
2020-12-22	China	Jiangsu	684	679	0				
2020-12-23	China	Jiangsu	684	679	0				
2020-12-24	China	Jiangsu	684	679	0				
2020-12-25	China	Jiangsu	684	682	0				
2020-12-26	China	Jiangsu	684	682	0				
2020-12-27	China	Jiangsu	684	682	0				
2020-01-22	China	Jiangxi	2	0	0				
2020-01-23	China	Jiangxi	7	0	0				
2020-01-24	China	Jiangxi	18	0	0				
2020-01-25	China	Jiangxi	18	0	0				
2020-01-26	China	Jiangxi	36	0	0				
2020-01-27	China	Jiangxi	72	2	0				
2020-01-28	China	Jiangxi	109	3	0				
2020-01-29	China	Jiangxi	109	3	0				
2020-01-30	China	Jiangxi	162	5	0				
2020-01-31	China	Jiangxi	240	7	0				
2020-02-01	China	Jiangxi	286	9	0				
2020-02-02	China	Jiangxi	333	12	0				
2020-02-03	China	Jiangxi	391	18	0				
2020-02-04	China	Jiangxi	476	20	0				
2020-02-05	China	Jiangxi	548	27	0				
2020-02-06	China	Jiangxi	600	37	0				
2020-02-07	China	Jiangxi	661	45	0				
2020-02-08	China	Jiangxi	698	55	0				
2020-02-09	China	Jiangxi	740	73	0				
2020-02-10	China	Jiangxi	771	105	1				
2020-02-11	China	Jiangxi	804	128	1				
2020-02-12	China	Jiangxi	844	152	1				
2020-02-13	China	Jiangxi	872	170	1				
2020-02-14	China	Jiangxi	900	187	1				
2020-02-15	China	Jiangxi	913	210	1				
2020-02-16	China	Jiangxi	925	240	1				
2020-02-17	China	Jiangxi	930	275	1				
2020-02-18	China	Jiangxi	933	310	1				
2020-02-19	China	Jiangxi	934	362	1				
2020-02-20	China	Jiangxi	934	433	1				
2020-02-21	China	Jiangxi	934	489	1				
2020-02-22	China	Jiangxi	934	555	1				
2020-02-23	China	Jiangxi	934	613	1				
2020-02-24	China	Jiangxi	934	645	1				
2020-02-25	China	Jiangxi	934	683	1				
2020-02-26	China	Jiangxi	934	719	1				
2020-02-27	China	Jiangxi	934	754	1				
2020-02-28	China	Jiangxi	935	790	1				
2020-02-29	China	Jiangxi	935	811	1				
2020-03-01	China	Jiangxi	935	831	1				
2020-03-02	China	Jiangxi	935	850	1				
2020-03-03	China	Jiangxi	935	870	1				
2020-03-04	China	Jiangxi	935	884	1				
2020-03-05	China	Jiangxi	935	901	1				
2020-03-06	China	Jiangxi	935	909	1				
2020-03-07	China	Jiangxi	935	916	1				
2020-03-08	China	Jiangxi	935	919	1				
2020-03-09	China	Jiangxi	935	923	1				
2020-03-10	China	Jiangxi	935	927	1				
2020-03-11	China	Jiangxi	935	932	1				
2020-03-12	China	Jiangxi	935	934	1				
2020-03-13	China	Jiangxi	935	934	1				
2020-03-14	China	Jiangxi	935	934	1				
2020-03-15	China	Jiangxi	935	934	1				
2020-03-16	China	Jiangxi	935	934	1				
2020-03-17	China	Jiangxi	935	934	1				
2020-03-18	China	Jiangxi	935	934	1				
2020-03-19	China	Jiangxi	935	934	1				
2020-03-20	China	Jiangxi	935	934	1				
2020-03-21	China	Jiangxi	935	934	1				
2020-03-22	China	Jiangxi	936	934	1				
2020-03-23	China	Jiangxi	936	934	1				
2020-03-24	China	Jiangxi	936	934	1				
2020-03-25	China	Jiangxi	936	934	1				
2020-03-26	China	Jiangxi	936	934	1				
2020-03-27	China	Jiangxi	936	934	1				
2020-03-28	China	Jiangxi	936	934	1				
2020-03-29	China	Jiangxi	937	934	1				
2020-03-30	China	Jiangxi	937	935	1				
2020-03-31	China	Jiangxi	937	935	1				
2020-04-01	China	Jiangxi	937	935	1				
2020-04-02	China	Jiangxi	937	935	1				
2020-04-03	China	Jiangxi	937	935	1				
2020-04-04	China	Jiangxi	937	935	1				
2020-04-05	China	Jiangxi	937	935	1				
2020-04-06	China	Jiangxi	937	935	1				
2020-04-07	China	Jiangxi	937	935	1				
2020-04-08	China	Jiangxi	937	935	1				
2020-04-09	China	Jiangxi	937	935	1				
2020-04-10	China	Jiangxi	937	936	1				
2020-04-11	China	Jiangxi	937	936	1				
2020-04-12	China	Jiangxi	937	936	1				
2020-04-13	China	Jiangxi	937	936	1				
2020-04-14	China	Jiangxi	937	936	1				
2020-04-15	China	Jiangxi	937	936	1				
2020-04-16	China	Jiangxi	937	936	1				
2020-04-17	China	Jiangxi	937	936	1				
2020-04-18	China	Jiangxi	937	936	1				
2020-04-19	China	Jiangxi	937	936	1				
2020-04-20	China	Jiangxi	937	936	1				
2020-04-21	China	Jiangxi	937	936	1				
2020-04-22	China	Jiangxi	937	936	1				
2020-04-23	China	Jiangxi	937	936	1				
2020-04-24	China	Jiangxi	937	936	1				
2020-04-25	China	Jiangxi	937	936	1				
2020-04-26	China	Jiangxi	937	936	1				
2020-04-27	China	Jiangxi	937	936	1				
2020-04-28	China	Jiangxi	937	936	1				
2020-04-29	China	Jiangxi	937	936	1				
2020-04-30	China	Jiangxi	937	936	1				
2020-05-01	China	Jiangxi	937	936	1				
2020-05-02	China	Jiangxi	937	936	1				
2020-05-03	China	Jiangxi	937	936	1				
2020-05-04	China	Jiangxi	937	936	1				
2020-05-05	China	Jiangxi	937	936	1				
2020-05-06	China	Jiangxi	937	936	1				
2020-05-07	China	Jiangxi	937	936	1				
2020-05-08	China	Jiangxi	937	936	1				
2020-05-09	China	Jiangxi	937	936	1				
2020-05-10	China	Jiangxi	937	936	1				
2020-05-11	China	Jiangxi	937	936	1				
2020-05-12	China	Jiangxi	937	936	1				
2020-05-13	China	Jiangxi	937	936	1				
2020-05-14	China	Jiangxi	937	936	1				
2020-05-15	China	Jiangxi	937	936	1				
2020-05-16	China	Jiangxi	937	936	1				
2020-05-17	China	Jiangxi	937	936	1				
2020-05-18	China	Jiangxi	937	936	1				
2020-05-19	China	Jiangxi	937	936	1				
2020-05-20	China	Jiangxi	937	936	1				
2020-05-21	China	Jiangxi	937	936	1				
2020-05-22	China	Jiangxi	937	936	1				
2020-05-23	China	Jiangxi	937	936	1				
2020-05-24	China	Jiangxi	937	936	1				
2020-05-25	China	Jiangxi	937	936	1				
2020-05-26	China	Jiangxi	937	936	1				
2020-05-27	China	Jiangxi	937	936	1				
2020-05-28	China	Jiangxi	937	936	1				
2020-05-29	China	Jiangxi	937	936	1				
2020-05-30	China	Jiangxi	937	936	1				
2020-05-31	China	Jiangxi	937	936	1				
2020-06-01	China	Jiangxi	937	936	1				
2020-06-02	China	Jiangxi	937	936	1				
2020-06-03	China	Jiangxi	932	931	1				
2020-06-04	China	Jiangxi	932	931	1				
2020-06-05	China	Jiangxi	932	931	1				
2020-06-06	China	Jiangxi	932	931	1				
2020-06-07	China	Jiangxi	932	931	1				
2020-06-08	China	Jiangxi	932	931	1				
2020-06-09	China	Jiangxi	932	931	1				
2020-06-10	China	Jiangxi	932	931	1				
2020-06-11	China	Jiangxi	932	931	1				
2020-06-12	China	Jiangxi	932	931	1				
2020-06-13	China	Jiangxi	932	931	1				
2020-06-14	China	Jiangxi	932	931	1				
2020-06-15	China	Jiangxi	932	931	1				
2020-06-16	China	Jiangxi	932	931	1				
2020-06-17	China	Jiangxi	932	931	1				
2020-06-18	China	Jiangxi	932	931	1				
2020-06-19	China	Jiangxi	932	931	1				
2020-06-20	China	Jiangxi	932	931	1				
2020-06-21	China	Jiangxi	932	931	1				
2020-06-22	China	Jiangxi	932	931	1				
2020-06-23	China	Jiangxi	932	931	1				
2020-06-24	China	Jiangxi	932	931	1				
2020-06-25	China	Jiangxi	932	931	1				
2020-06-26	China	Jiangxi	932	931	1				
2020-06-27	China	Jiangxi	932	931	1				
2020-06-28	China	Jiangxi	932	931	1				
2020-06-29	China	Jiangxi	932	931	1				
2020-06-30	China	Jiangxi	932	931	1				
2020-07-01	China	Jiangxi	932	931	1				
2020-07-02	China	Jiangxi	932	931	1				
2020-07-03	China	Jiangxi	932	931	1				
2020-07-04	China	Jiangxi	932	931	1				
2020-07-05	China	Jiangxi	932	931	1				
2020-07-06	China	Jiangxi	932	931	1				
2020-07-07	China	Jiangxi	932	931	1				
2020-07-08	China	Jiangxi	932	931	1				
2020-07-09	China	Jiangxi	932	931	1				
2020-07-10	China	Jiangxi	932	931	1				
2020-07-11	China	Jiangxi	932	931	1				
2020-07-12	China	Jiangxi	932	931	1				
2020-07-13	China	Jiangxi	932	931	1				
2020-07-14	China	Jiangxi	932	931	1				
2020-07-15	China	Jiangxi	932	931	1				
2020-07-16	China	Jiangxi	932	931	1				
2020-07-17	China	Jiangxi	932	931	1				
2020-07-18	China	Jiangxi	932	931	1				
2020-07-19	China	Jiangxi	932	931	1				
2020-07-20	China	Jiangxi	932	931	1				
2020-07-21	China	Jiangxi	932	931	1				
2020-07-22	China	Jiangxi	932	931	1				
2020-07-23	China	Jiangxi	932	931	1				
2020-07-24	China	Jiangxi	932	931	1				
2020-07-25	China	Jiangxi	932	931	1				
2020-07-26	China	Jiangxi	932	931	1				
2020-07-27	China	Jiangxi	932	931	1				
2020-07-28	China	Jiangxi	932	931	1				
2020-07-29	China	Jiangxi	932	931	1				
2020-07-30	China	Jiangxi	932	931	1				
2020-07-31	China	Jiangxi	932	931	1				
2020-08-01	China	Jiangxi	932	931	1				
2020-08-02	China	Jiangxi	932	931	1				
2020-08-03	China	Jiangxi	932	931	1				
2020-08-04	China	Jiangxi	932	931	1				
2020-08-05	China	Jiangxi	932	931	1				
2020-08-06	China	Jiangxi	932	931	1				
2020-08-07	China	Jiangxi	932	931	1				
2020-08-08	China	Jiangxi	932	931	1				
2020-08-09	China	Jiangxi	932	931	1				
2020-08-10	China	Jiangxi	932	931	1				
2020-08-11	China	Jiangxi	932	931	1				
2020-08-12	China	Jiangxi	932	931	1				
2020-08-13	China	Jiangxi	932	931	1				
2020-08-14	China	Jiangxi	932	931	1				
2020-08-15	China	Jiangxi	932	931	1				
2020-08-16	China	Jiangxi	932	931	1				
2020-08-17	China	Jiangxi	932	931	1				
2020-08-18	China	Jiangxi	932	931	1				
2020-08-19	China	Jiangxi	935	931	1				
2020-08-20	China	Jiangxi	935	931	1				
2020-08-21	China	Jiangxi	935	931	1				
2020-08-22	China	Jiangxi	935	931	1				
2020-08-23	China	Jiangxi	935	931	1				
2020-08-24	China	Jiangxi	935	931	1				
2020-08-25	China	Jiangxi	935	931	1				
2020-08-26	China	Jiangxi	935	932	1				
2020-08-27	China	Jiangxi	935	934	1				
2020-08-28	China	Jiangxi	935	934	1				
2020-08-29	China	Jiangxi	935	934	1				
2020-08-30	China	Jiangxi	935	934	1				
2020-08-31	China	Jiangxi	935	934	1				
2020-09-01	China	Jiangxi	935	934	1				
2020-09-02	China	Jiangxi	935	934	1				
2020-09-03	China	Jiangxi	935	934	1				
2020-09-04	China	Jiangxi	935	934	1				
2020-09-05	China	Jiangxi	935	934	1				
2020-09-06	China	Jiangxi	935	934	1				
2020-09-07	China	Jiangxi	935	934	1				
2020-09-08	China	Jiangxi	935	934	1				
2020-09-09	China	Jiangxi	935	934	1				
2020-09-10	China	Jiangxi	935	934	1				
2020-09-11	China	Jiangxi	935	934	1				
2020-09-12	China	Jiangxi	935	934	1				
2020-09-13	China	Jiangxi	935	934	1				
2020-09-14	China	Jiangxi	935	934	1				
2020-09-15	China	Jiangxi	935	934	1				
2020-09-16	China	Jiangxi	935	934	1				
2020-09-17	China	Jiangxi	935	934	1				
2020-09-18	China	Jiangxi	935	934	1				
2020-09-19	China	Jiangxi	935	934	1				
2020-09-20	China	Jiangxi	935	934	1				
2020-09-21	China	Jiangxi	935	934	1				
2020-09-22	China	Jiangxi	935	934	1				
2020-09-23	China	Jiangxi	935	934	1				
2020-09-24	China	Jiangxi	935	934	1				
2020-09-25	China	Jiangxi	935	934	1				
2020-09-26	China	Jiangxi	935	934	1				
2020-09-27	China	Jiangxi	935	934	1				
2020-09-28	China	Jiangxi	935	934	1				
2020-09-29	China	Jiangxi	935	934	1				
2020-09-30	China	Jiangxi	935	934	1				
2020-10-01	China	Jiangxi	935	934	1				
2020-10-02	China	Jiangxi	935	934	1				
2020-10-03	China	Jiangxi	935	934	1				
2020-10-04	China	Jiangxi	935	934	1				
2020-10-05	China	Jiangxi	935	934	1				
2020-10-06	China	Jiangxi	935	934	1				
2020-10-07	China	Jiangxi	935	934	1				
2020-10-08	China	Jiangxi	935	934	1				
2020-10-09	China	Jiangxi	935	934	1				
2020-10-10	China	Jiangxi	935	934	1				
2020-10-11	China	Jiangxi	935	934	1				
2020-10-12	China	Jiangxi	935	934	1				
2020-10-13	China	Jiangxi	935	934	1				
2020-10-14	China	Jiangxi	935	934	1				
2020-10-15	China	Jiangxi	935	934	1				
2020-10-16	China	Jiangxi	935	934	1				
2020-10-17	China	Jiangxi	935	934	1				
2020-10-18	China	Jiangxi	935	934	1				
2020-10-19	China	Jiangxi	935	934	1				
2020-10-20	China	Jiangxi	935	934	1				
2020-10-21	China	Jiangxi	935	934	1				
2020-10-22	China	Jiangxi	935	934	1				
2020-10-23	China	Jiangxi	935	934	1				
2020-10-24	China	Jiangxi	935	934	1				
2020-10-25	China	Jiangxi	935	934	1				
2020-10-26	China	Jiangxi	935	934	1				
2020-10-27	China	Jiangxi	935	934	1				
2020-10-28	China	Jiangxi	935	934	1				
2020-10-29	China	Jiangxi	935	934	1				
2020-10-30	China	Jiangxi	935	934	1				
2020-10-31	China	Jiangxi	935	934	1				
2020-11-01	China	Jiangxi	935	934	1				
2020-11-02	China	Jiangxi	935	934	1				
2020-11-03	China	Jiangxi	935	934	1				
2020-11-04	China	Jiangxi	935	934	1				
2020-11-05	China	Jiangxi	935	934	1				
2020-11-06	China	Jiangxi	935	934	1				
2020-11-07	China	Jiangxi	935	934	1				
2020-11-08	China	Jiangxi	935	934	1				
2020-11-09	China	Jiangxi	935	934	1				
2020-11-10	China	Jiangxi	935	934	1				
2020-11-11	China	Jiangxi	935	934	1				
2020-11-12	China	Jiangxi	935	934	1				
2020-11-13	China	Jiangxi	935	934	1				
2020-11-14	China	Jiangxi	935	934	1				
2020-11-15	China	Jiangxi	935	934	1				
2020-11-16	China	Jiangxi	935	934	1				
2020-11-17	China	Jiangxi	935	934	1				
2020-11-18	China	Jiangxi	935	934	1				
2020-11-19	China	Jiangxi	935	934	1				
2020-11-20	China	Jiangxi	935	934	1				
2020-11-21	China	Jiangxi	935	934	1				
2020-11-22	China	Jiangxi	935	934	1				
2020-11-23	China	Jiangxi	935	934	1				
2020-11-24	China	Jiangxi	935	934	1				
2020-11-25	China	Jiangxi	935	934	1				
2020-11-26	China	Jiangxi	935	934	1				
2020-11-27	China	Jiangxi	935	934	1				
2020-11-28	China	Jiangxi	935	934	1				
2020-11-29	China	Jiangxi	935	934	1				
2020-11-30	China	Jiangxi	935	934	1				
2020-12-01	China	Jiangxi	935	934	1				
2020-12-02	China	Jiangxi	935	934	1				
2020-12-03	China	Jiangxi	935	934	1				
2020-12-04	China	Jiangxi	935	934	1				
2020-12-05	China	Jiangxi	935	934	1				
2020-12-06	China	Jiangxi	935	934	1				
2020-12-07	China	Jiangxi	935	934	1				
2020-12-08	China	Jiangxi	935	934	1				
2020-12-09	China	Jiangxi	935	934	1				
2020-12-10	China	Jiangxi	935	934	1				
2020-12-11	China	Jiangxi	935	934	1				
2020-12-12	China	Jiangxi	935	934	1				
2020-12-13	China	Jiangxi	935	934	1				
2020-12-14	China	Jiangxi	935	934	1				
2020-12-15	China	Jiangxi	935	934	1				
2020-12-16	China	Jiangxi	935	934	1				
2020-12-17	China	Jiangxi	935	934	1				
2020-12-18	China	Jiangxi	935	934	1				
2020-12-19	China	Jiangxi	935	934	1				
2020-12-20	China	Jiangxi	935	934	1				
2020-12-21	China	Jiangxi	935	934	1				
2020-12-22	China	Jiangxi	935	934	1				
2020-12-23	China	Jiangxi	935	934	1				
2020-12-24	China	Jiangxi	935	934	1				
2020-12-25	China	Jiangxi	935	934	1				
2020-12-26	China	Jiangxi	935	934	1				
2020-12-27	China	Jiangxi	935	934	1				
2020-01-22	China	Jilin	0	0	0				
2020-01-23	China	Jilin	1	0	0				
2020-01-24	China	Jilin	3	0	0				
2020-01-25	China	Jilin	4	0	0				
2020-01-26	China	Jilin	4	0	0				
2020-01-27	China	Jilin	6	0	0				
2020-01-28	China	Jilin	8	0	0				
2020-01-29	China	Jilin	9	0	0				
2020-01-30	China	Jilin	14	1	0				
2020-01-31	China	Jilin	14	1	0				
2020-02-01	China	Jilin	17	1	0				
2020-02-02	China	Jilin	23	1	0				
2020-02-03	China	Jilin	31	1	0				
2020-02-04	China	Jilin	42	1	0				
2020-02-05	China	Jilin	54	2	0				
2020-02-06	China	Jilin	59	4	0				
2020-02-07	China	Jilin	65	4	1				
2020-02-08	China	Jilin	69	4	1				
2020-02-09	China	Jilin	78	12	1				
2020-02-10	China	Jilin	80	13	1				
2020-02-11	China	Jilin	81	18	1				
2020-02-12	China	Jilin	83	22	1				
2020-02-13	China	Jilin	84	24	1				
2020-02-14	China	Jilin	86	25	1				
2020-02-15	China	Jilin	88	26	1				
2020-02-16	China	Jilin	89	30	1				
2020-02-17	China	Jilin	89	34	1				
2020-02-18	China	Jilin	89	36	1				
2020-02-19	China	Jilin	90	37	1				
2020-02-20	China	Jilin	91	43	1				
2020-02-21	China	Jilin	91	45	1				
2020-02-22	China	Jilin	91	52	1				
2020-02-23	China	Jilin	91	54	1				
2020-02-24	China	Jilin	93	60	1				
2020-02-25	China	Jilin	93	63	1				
2020-02-26	China	Jilin	93	65	1				
2020-02-27	China	Jilin	93	67	1				
2020-02-28	China	Jilin	93	73	1				
2020-02-29	China	Jilin	93	75	1				
2020-03-01	China	Jilin	93	78	1				
2020-03-02	China	Jilin	93	83	1				
2020-03-03	China	Jilin	93	83	1				
2020-03-04	China	Jilin	93	86	1				
2020-03-05	China	Jilin	93	88	1				
2020-03-06	China	Jilin	93	90	1				
2020-03-07	China	Jilin	93	90	1				
2020-03-08	China	Jilin	93	90	1				
2020-03-09	China	Jilin	93	91	1				
2020-03-10	China	Jilin	93	91	1				
2020-03-11	China	Jilin	93	91	1				
2020-03-12	China	Jilin	93	91	1				
2020-03-13	China	Jilin	93	91	1				
2020-03-14	China	Jilin	93	91	1				
2020-03-15	China	Jilin	93	91	1				
2020-03-16	China	Jilin	93	92	1				
2020-03-17	China	Jilin	93	92	1				
2020-03-18	China	Jilin	93	92	1				
2020-03-19	China	Jilin	93	92	1				
2020-03-20	China	Jilin	93	92	1				
2020-03-21	China	Jilin	93	92	1				
2020-03-22	China	Jilin	93	92	1				
2020-03-23	China	Jilin	93	92	1				
2020-03-24	China	Jilin	93	92	1				
2020-03-25	China	Jilin	94	92	1				
2020-03-26	China	Jilin	95	92	1				
2020-03-27	China	Jilin	95	92	1				
2020-03-28	China	Jilin	97	92	1				
2020-03-29	China	Jilin	98	92	1				
2020-03-30	China	Jilin	98	92	1				
2020-03-31	China	Jilin	98	92	1				
2020-04-01	China	Jilin	98	92	1				
2020-04-02	China	Jilin	98	92	1				
2020-04-03	China	Jilin	98	92	1				
2020-04-04	China	Jilin	98	92	1				
2020-04-05	China	Jilin	98	92	1				
2020-04-06	China	Jilin	98	92	1				
2020-04-07	China	Jilin	98	92	1				
2020-04-08	China	Jilin	98	93	1				
2020-04-09	China	Jilin	98	93	1				
2020-04-10	China	Jilin	98	95	1				
2020-04-11	China	Jilin	98	96	1				
2020-04-12	China	Jilin	99	96	1				
2020-04-13	China	Jilin	100	96	1				
2020-04-14	China	Jilin	100	96	1				
2020-04-15	China	Jilin	102	96	1				
2020-04-16	China	Jilin	102	96	1				
2020-04-17	China	Jilin	102	97	1				
2020-04-18	China	Jilin	102	97	1				
2020-04-19	China	Jilin	104	97	1				
2020-04-20	China	Jilin	104	97	1				
2020-04-21	China	Jilin	106	97	1				
2020-04-22	China	Jilin	106	98	1				
2020-04-23	China	Jilin	108	99	1				
2020-04-24	China	Jilin	109	99	1				
2020-04-25	China	Jilin	109	99	1				
2020-04-26	China	Jilin	110	99	1				
2020-04-27	China	Jilin	110	99	1				
2020-04-28	China	Jilin	110	99	1				
2020-04-29	China	Jilin	111	99	1				
2020-04-30	China	Jilin	111	101	1				
2020-05-01	China	Jilin	112	102	1				
2020-05-02	China	Jilin	112	102	1				
2020-05-03	China	Jilin	112	103	1				
2020-05-04	China	Jilin	112	103	1				
2020-05-05	China	Jilin	112	103	1				
2020-05-06	China	Jilin	112	103	1				
2020-05-07	China	Jilin	113	104	1				
2020-05-08	China	Jilin	113	104	1				
2020-05-09	China	Jilin	124	105	1				
2020-05-10	China	Jilin	127	105	1				
2020-05-11	China	Jilin	127	105	1				
2020-05-12	China	Jilin	133	108	1				
2020-05-13	China	Jilin	134	108	1				
2020-05-14	China	Jilin	138	108	1				
2020-05-15	China	Jilin	140	108	1				
2020-05-16	China	Jilin	144	113	2				
2020-05-17	China	Jilin	146	122	2				
2020-05-18	China	Jilin	151	123	2				
2020-05-19	China	Jilin	151	123	2				
2020-05-20	China	Jilin	151	123	2				
2020-05-21	China	Jilin	151	123	2				
2020-05-22	China	Jilin	154	128	2				
2020-05-23	China	Jilin	155	128	2				
2020-05-24	China	Jilin	155	128	2				
2020-05-25	China	Jilin	155	128	2				
2020-05-26	China	Jilin	155	128	2				
2020-05-27	China	Jilin	155	133	2				
2020-05-28	China	Jilin	155	136	2				
2020-05-29	China	Jilin	155	142	2				
2020-05-30	China	Jilin	155	144	2				
2020-05-31	China	Jilin	155	144	2				
2020-06-01	China	Jilin	155	147	2				
2020-06-02	China	Jilin	155	147	2				
2020-06-03	China	Jilin	155	148	2				
2020-06-04	China	Jilin	155	149	2				
2020-06-05	China	Jilin	155	150	2				
2020-06-06	China	Jilin	155	151	2				
2020-06-07	China	Jilin	155	153	2				
2020-06-08	China	Jilin	155	153	2				
2020-06-09	China	Jilin	155	153	2				
2020-06-10	China	Jilin	155	153	2				
2020-06-11	China	Jilin	155	153	2				
2020-06-12	China	Jilin	155	153	2				
2020-06-13	China	Jilin	155	153	2				
2020-06-14	China	Jilin	155	153	2				
2020-06-15	China	Jilin	155	153	2				
2020-06-16	China	Jilin	155	153	2				
2020-06-17	China	Jilin	155	153	2				
2020-06-18	China	Jilin	155	153	2				
2020-06-19	China	Jilin	155	153	2				
2020-06-20	China	Jilin	155	153	2				
2020-06-21	China	Jilin	155	153	2				
2020-06-22	China	Jilin	155	153	2				
2020-06-23	China	Jilin	155	153	2				
2020-06-24	China	Jilin	155	153	2				
2020-06-25	China	Jilin	155	153	2				
2020-06-26	China	Jilin	155	153	2				
2020-06-27	China	Jilin	155	153	2				
2020-06-28	China	Jilin	155	153	2				
2020-06-29	China	Jilin	155	153	2				
2020-06-30	China	Jilin	155	153	2				
2020-07-01	China	Jilin	155	153	2				
2020-07-02	China	Jilin	155	153	2				
2020-07-03	China	Jilin	155	153	2				
2020-07-04	China	Jilin	155	153	2				
2020-07-05	China	Jilin	155	153	2				
2020-07-06	China	Jilin	155	153	2				
2020-07-07	China	Jilin	155	153	2				
2020-07-08	China	Jilin	155	153	2				
2020-07-09	China	Jilin	155	153	2				
2020-07-10	China	Jilin	155	153	2				
2020-07-11	China	Jilin	155	153	2				
2020-07-12	China	Jilin	155	153	2				
2020-07-13	China	Jilin	155	153	2				
2020-07-14	China	Jilin	155	153	2				
2020-07-15	China	Jilin	155	153	2				
2020-07-16	China	Jilin	155	153	2				
2020-07-17	China	Jilin	155	153	2				
2020-07-18	China	Jilin	155	153	2				
2020-07-19	China	Jilin	155	153	2				
2020-07-20	China	Jilin	155	153	2				
2020-07-21	China	Jilin	155	153	2				
2020-07-22	China	Jilin	155	153	2				
2020-07-23	China	Jilin	155	153	2				
2020-07-24	China	Jilin	155	153	2				
2020-07-25	China	Jilin	155	153	2				
2020-07-26	China	Jilin	157	153	2				
2020-07-27	China	Jilin	157	153	2				
2020-07-28	China	Jilin	157	153	2				
2020-07-29	China	Jilin	157	153	2				
2020-07-30	China	Jilin	157	153	2				
2020-07-31	China	Jilin	157	153	2				
2020-08-01	China	Jilin	157	153	2				
2020-08-02	China	Jilin	157	153	2				
2020-08-03	China	Jilin	157	153	2				
2020-08-04	China	Jilin	157	153	2				
2020-08-05	China	Jilin	157	153	2				
2020-08-06	China	Jilin	157	154	2				
2020-08-07	China	Jilin	157	154	2				
2020-08-08	China	Jilin	157	154	2				
2020-08-09	China	Jilin	157	154	2				
2020-08-10	China	Jilin	157	154	2				
2020-08-11	China	Jilin	157	154	2				
2020-08-12	China	Jilin	157	154	2				
2020-08-13	China	Jilin	157	154	2				
2020-08-14	China	Jilin	157	154	2				
2020-08-15	China	Jilin	157	155	2				
2020-08-16	China	Jilin	157	155	2				
2020-08-17	China	Jilin	157	155	2				
2020-08-18	China	Jilin	157	155	2				
2020-08-19	China	Jilin	157	155	2				
2020-08-20	China	Jilin	157	155	2				
2020-08-21	China	Jilin	157	155	2				
2020-08-22	China	Jilin	157	155	2				
2020-08-23	China	Jilin	157	155	2				
2020-08-24	China	Jilin	157	155	2				
2020-08-25	China	Jilin	157	155	2				
2020-08-26	China	Jilin	157	155	2				
2020-08-27	China	Jilin	157	155	2				
2020-08-28	China	Jilin	157	155	2				
2020-08-29	China	Jilin	157	155	2				
2020-08-30	China	Jilin	157	155	2				
2020-08-31	China	Jilin	157	155	2				
2020-09-01	China	Jilin	157	155	2				
2020-09-02	China	Jilin	157	155	2				
2020-09-03	China	Jilin	157	155	2				
2020-09-04	China	Jilin	157	155	2				
2020-09-05	China	Jilin	157	155	2				
2020-09-06	China	Jilin	157	155	2				
2020-09-07	China	Jilin	157	155	2				
2020-09-08	China	Jilin	157	155	2				
2020-09-09	China	Jilin	157	155	2				
2020-09-10	China	Jilin	157	155	2				
2020-09-11	China	Jilin	157	155	2				
2020-09-12	China	Jilin	157	155	2				
2020-09-13	China	Jilin	157	155	2				
2020-09-14	China	Jilin	157	155	2				
2020-09-15	China	Jilin	157	155	2				
2020-09-16	China	Jilin	157	155	2				
2020-09-17	China	Jilin	157	155	2				
2020-09-18	China	Jilin	157	155	2				
2020-09-19	China	Jilin	157	155	2				
2020-09-20	China	Jilin	157	155	2				
2020-09-21	China	Jilin	157	155	2				
2020-09-22	China	Jilin	157	155	2				
2020-09-23	China	Jilin	157	155	2				
2020-09-24	China	Jilin	157	155	2				
2020-09-25	China	Jilin	157	155	2				
2020-09-26	China	Jilin	157	155	2				
2020-09-27	China	Jilin	157	155	2				
2020-09-28	China	Jilin	157	155	2				
2020-09-29	China	Jilin	157	155	2				
2020-09-30	China	Jilin	157	155	2				
2020-10-01	China	Jilin	157	155	2				
2020-10-02	China	Jilin	157	155	2				
